迭代精度：0.001
迭代次数：1000
wkt_geom	tail	head	flow	time
MultiLineString ((555111 1817514, 556443 1801530))	819	829	1229.0699999999986	0.105277777777778
MultiLineString ((556443 1801530, 555111 1817514))	829	819	915.839999999999	0.105277777777778
MultiLineString ((620379 1803861, 605061 1803195))	837	838	542.0899999999992	0.105277777777778
MultiLineString ((605061 1803195, 620379 1803861))	838	837	729.079999999999	0.105277777777778
MultiLineString ((641691 2040624, 645687 2056275))	779	777	2871.630000000007	0.105000000000027
MultiLineString ((632367 1995336, 625707 2008656))	613	591	4143.240000000004	0.105000000000007
MultiLineString ((538461 1962702, 538128 1979352))	672	603	1550.4599999999905	0.105000000000006
MultiLineString ((538128 1979352, 538461 1962702))	603	672	1351.9699999999964	0.105000000000003
MultiLineString ((625707 2008656, 632367 1995336))	591	613	2287.360000000012	0.105000000000001
MultiLineString ((645687 2056275, 641691 2040624))	777	779	1063.9299999999987	0.105000000000001
MultiLineString ((587079 1867464, 570429 1866465))	813	814	1424.3999999999974	0.104444444444444
MultiLineString ((570429 1866465, 587079 1867464))	814	813	792.5002343749994	0.104444444444444
MultiLineString ((669663 1936728, 660672 1934064))	557	630	1938.6100000000001	0.104166666666667
MultiLineString ((660672 1934064, 669663 1936728))	630	557	2123.6200000000003	0.104166666666667
MultiLineString ((554778 1993671, 538128 1993005))	600	601	703.95	0.10388888888889
MultiLineString ((538128 1993005, 554778 1993671))	601	600	728.4200000000001	0.10388888888889
MultiLineString ((522144 1946385, 522144 1930068))	724	728	2426.061210937514	0.10388888888889
MultiLineString ((522144 1930068, 522144 1946385))	728	724	2533.547734375022	0.10388888888889
MultiLineString ((577422 2137194, 576756 2120877))	742	748	635.7699999999998	0.103888888888889
MultiLineString ((576756 2120877, 577422 2137194))	748	742	1069.7999999999988	0.103888888888889
MultiLineString ((727272 1816182, 745920 1814517))	512	513	7999.740000000035	0.103611111111213
MultiLineString ((745920 1814517, 727272 1816182))	513	512	7119.800000000038	0.103611111111175
MultiLineString ((616716 1981350, 601731 1981017))	610	611	6188.880000000003	0.103611111111124
MultiLineString ((521811 1978686, 506493 1978686))	718	719	830.4357031249997	0.103611111111119
MultiLineString ((553779 1915083, 554112 1930401))	685	683	2609.8600000000274	0.103611111111114
MultiLineString ((554112 1930401, 553779 1915083))	683	685	2342.7800000000334	0.103611111111113
MultiLineString ((601731 1981017, 616716 1981350))	611	610	2949.7400000000007	0.103611111111112
MultiLineString ((669996 1788210, 654012 1788210))	665	843	969.5799999999991	0.103611111111112
MultiLineString ((506493 1978686, 521811 1978686))	719	718	455.5500000000001	0.103611111111112
MultiLineString ((588078 1834830, 588078 1818846))	821	823	2110.0600000000104	0.103611111111112
MultiLineString ((588078 1818846, 588078 1834830))	823	821	1092.0599999999995	0.103611111111111
MultiLineString ((589077 1786212, 573093 1786212))	835	836	335.15000000000015	0.103611111111111
MultiLineString ((573093 1786212, 589077 1786212))	836	835	434.8499999999998	0.103611111111111
MultiLineString ((654012 1788210, 669996 1788210))	843	665	758.99	0.103611111111111
MultiLineString ((645687 2056275, 627705 2053611))	777	424	1099.4999999999995	0.103333333333356
MultiLineString ((627705 2053611, 645687 2056275))	424	777	682.1499999999996	0.103333333333337
MultiLineString ((673659 1955043, 668997 1952379))	496	556	6711.820000000002	0.10305555555558
MultiLineString ((586080 1994670, 586080 1981017))	604	606	3907.110000000015	0.10305555555558
MultiLineString ((626706 1884780, 611388 1874457))	477	476	5332.397304687644	0.103055555555576
MultiLineString ((586080 1981017, 586080 1994670))	606	604	3151.7100000000087	0.103055555555566
MultiLineString ((668997 1952379, 673659 1955043))	556	496	4933.159999999999	0.103055555555563
MultiLineString ((558441 2081583, 542457 2082249))	757	800	2317.7500000000005	0.103055555555561
MultiLineString ((611388 1874457, 626706 1884780))	476	477	2728.749648437512	0.103055555555557
MultiLineString ((542457 2082249, 558441 2081583))	800	757	1433.4199999999923	0.103055555555556
MultiLineString ((554445 1866132, 570429 1866465))	809	814	989.6702343749993	0.103055555555556
MultiLineString ((570429 1866465, 554445 1866132))	814	809	846.6099999999992	0.103055555555556
MultiLineString ((609057 2105559, 609723 2120877))	754	752	1588.1399999999996	0.102500000000006
MultiLineString ((609723 2120877, 609057 2105559))	752	754	729.6699999999988	0.1025
MultiLineString ((573093 1786212, 556776 1785879))	836	831	654.5599999999993	0.102222222222225
MultiLineString ((556776 1785879, 573093 1786212))	831	836	475.9799999999999	0.102222222222223
MultiLineString ((619713 1836162, 604062 1835829))	825	826	446.25999999999993	0.102222222222222
MultiLineString ((604062 1835829, 619713 1836162))	826	825	422.04999999999995	0.102222222222222
MultiLineString ((625707 2008656, 625707 2024307))	591	589	5205.300000000004	0.101944444444457
MultiLineString ((625707 2024307, 625707 2008656))	589	591	3863.210000000005	0.101944444444448
MultiLineString ((718281 1772226, 718614 1756908))	850	852	392.16695312499934	0.101944444444444
MultiLineString ((718614 1756908, 718281 1772226))	852	850	133.59	0.101944444444444
MultiLineString ((643689 2072259, 641691 2088909))	767	766	4400.090000000002	0.101666666666705
MultiLineString ((570429 1947717, 554778 1947384))	678	673	4255.855703125006	0.101666666666686
MultiLineString ((586080 1899099, 586413 1883448))	699	701	4413.510000000006	0.101666666666676
MultiLineString ((554112 1963701, 538461 1962702))	671	672	1864.232460937495	0.101666666666671
MultiLineString ((554778 1947384, 570429 1947717))	673	678	2115.3000000000006	0.101666666666668
MultiLineString ((554778 1993671, 570429 1994004))	600	605	1178.7899999999993	0.101666666666667
MultiLineString ((570429 1994004, 554778 1993671))	605	600	2267.520000000002	0.101666666666667
MultiLineString ((538461 1962702, 554112 1963701))	672	671	1158.2996874999983	0.101666666666667
MultiLineString ((586413 1883448, 586080 1899099))	701	699	1650.7999999999963	0.101666666666667
MultiLineString ((641691 2088909, 643689 2072259))	766	767	1496.6299999999997	0.101666666666667
MultiLineString ((529470 2073258, 512820 2071926))	798	799	706.0799999999992	0.101666666666667
MultiLineString ((512820 2071926, 529470 2073258))	799	798	759.3699999999991	0.101666666666667
MultiLineString ((569430 1995669, 551115 1996335))	396	395	5934.49429687511	0.101388888888919
MultiLineString ((512820 2071926, 512487 2088576))	799	797	1150.1199999999963	0.101388888888915
MultiLineString ((512487 2088576, 513153 2105226))	797	791	1332.6499999999971	0.101388888888898
MultiLineString ((593073 2089242, 593406 2105559))	758	749	2292.5200000000004	0.101388888888894
MultiLineString ((551115 1996335, 569430 1995669))	395	396	2639.1699999999846	0.10138888888889
MultiLineString ((553113 1785213, 556443 1801530))	457	829	496.52999999999946	0.10138888888889
MultiLineString ((512487 2088576, 512820 2071926))	797	799	540.65	0.10138888888889
MultiLineString ((629703 1924407, 633699 1917081))	484	629	2289.6399999999994	0.101388888888889
MultiLineString ((633699 1917081, 629703 1924407))	629	484	1454.3299999999995	0.101388888888889
MultiLineString ((593406 2105559, 593073 2089242))	749	758	875.3299999999989	0.101388888888889
MultiLineString ((513153 2105226, 512487 2088576))	791	797	499.63999999999976	0.101388888888889
MultiLineString ((556443 1801530, 553113 1785213))	829	457	381.0499999999994	0.101388888888889
MultiLineString ((634365 1884780, 635031 1868796))	635	640	1410.789999999995	0.101111111111171
MultiLineString ((635031 1868796, 634365 1884780))	640	635	447.08999999999986	0.101111111111112
MultiLineString ((611388 1850481, 619713 1836162))	638	825	1772.770234374986	0.100833333333483
MultiLineString ((604062 1818846, 605061 1803195))	828	838	716.4099999999962	0.100833333333397
MultiLineString ((697635 1849482, 701298 1838160))	647	657	4508.330000000004	0.100833333333375
MultiLineString ((701298 1838160, 697635 1849482))	657	647	3442.1600000000076	0.100833333333347
MultiLineString ((593073 2072259, 577089 2073258))	760	761	2319.0599999999963	0.100833333333345
MultiLineString ((605061 1803195, 604062 1818846))	838	828	402.88999999999976	0.10083333333334
MultiLineString ((619713 1836162, 611388 1850481))	825	638	747.4599999999972	0.100833333333338
MultiLineString ((717948 1820844, 730602 1821177))	658	661	0	0.100833333333333
MultiLineString ((730602 1821177, 717948 1820844))	661	658	0	0.100833333333333
MultiLineString ((577089 2073258, 593073 2072259))	761	760	532.5299999999992	0.100833333333333
MultiLineString ((529137 2040291, 542457 2049615))	806	808	914.2099999999996	0.100555555555558
MultiLineString ((542457 2049615, 529137 2040291))	808	806	848.3651171874997	0.100555555555557
MultiLineString ((625374 2085579, 641691 2088909))	422	766	3670.640000000006	0.100277777780508
MultiLineString ((679320 1908090, 662670 1901097))	500	501	10473.46000000009	0.100277777778067
MultiLineString ((641691 2088909, 625374 2085579))	766	422	1767.1099999999992	0.100277777777924
MultiLineString ((662670 1901097, 679320 1908090))	501	500	6486.950000000033	0.10027777777782
MultiLineString ((699633 1877121, 703296 1867797))	577	545	3134.6500000000055	0.100277777777783
MultiLineString ((703296 1867797, 699633 1877121))	545	577	2162.5399999999995	0.100277777777779
MultiLineString ((632367 1995336, 632700 1982349))	613	615	1843.9999999999995	0.100277777777778
MultiLineString ((632700 1982349, 632367 1995336))	615	613	3195.1	0.100277777777778
MultiLineString ((620379 1803861, 637029 1804194))	837	842	871.9999999999958	0.100277777777778
MultiLineString ((637029 1804194, 620379 1803861))	842	837	814.7799999999985	0.100277777777778
MultiLineString ((592740 2056941, 593073 2072259))	769	760	2862.3100000000013	0.100000000001007
MultiLineString ((593073 2072259, 592740 2056941))	760	769	869.1199999999988	0.100000000000009
MultiLineString ((528804 2056941, 513153 2056608))	804	805	2697.229999999998	0.100000000000002
MultiLineString ((513153 2056608, 512820 2071926))	805	799	3196.290000000008	0.100000000000001
MultiLineString ((512820 2071926, 513153 2056608))	799	805	1977.2599999999964	0.1
MultiLineString ((513153 2056608, 528804 2056941))	805	804	1494.479999999999	0.1
MultiLineString ((748251 1831500, 745920 1814517))	902	513	6181.190000000005	0.099722222222368
MultiLineString ((745920 1814517, 748251 1831500))	513	902	4326.320000000006	0.099722222222257
MultiLineString ((664668 1924407, 669663 1936728))	490	557	4316.480000000009	0.099722222222231
MultiLineString ((669663 1936728, 664668 1924407))	557	490	3936.48000000001	0.099722222222228
MultiLineString ((558441 2049615, 542457 2049615))	768	808	2578.6051171875024	0.099722222222224
MultiLineString ((577089 2073258, 577089 2089242))	761	759	848.8899999999987	0.099722222222223
MultiLineString ((634032 1621377, 643356 1640691))	442	443	686.5399999999993	0.099722222222222
MultiLineString ((643356 1640691, 634032 1621377))	443	442	773.5	0.099722222222222
MultiLineString ((577089 2089242, 577089 2073258))	759	761	160.87000000000003	0.099722222222222
MultiLineString ((542457 2049615, 558441 2049615))	808	768	1395.2699999999986	0.099722222222222
MultiLineString ((538461 1962702, 522810 1962036))	672	722	2154.232460937499	0.099444444444768
MultiLineString ((522810 1962036, 538461 1962702))	722	672	1521.5896874999937	0.099444444444524
MultiLineString ((529137 2089242, 512487 2088576))	796	797	1094.1799999999985	0.099444444444466
MultiLineString ((512487 2088576, 529137 2089242))	797	796	1032.93	0.099444444444461
MultiLineString ((587412 1850814, 588078 1834830))	815	821	2376.9500000000244	0.099444444444457
MultiLineString ((588078 1834830, 587412 1850814))	821	815	958.6199999999986	0.099444444444445
MultiLineString ((651348 1852812, 635697 1852812))	641	642	1246.8799999999985	0.098611111111111
MultiLineString ((635697 1852812, 651348 1852812))	642	641	935.2299999999983	0.098611111111111
MultiLineString ((625374 2085579, 618381 2101896))	422	421	4924.530000000028	0.098055555555569
MultiLineString ((683649 1881450, 682650 1872459))	576	643	2957.3700000000003	0.098055555555569
MultiLineString ((682650 1872459, 683649 1881450))	643	576	2353.97	0.098055555555561
MultiLineString ((618381 2101896, 625374 2085579))	421	422	2134.659999999997	0.098055555555556
MultiLineString ((665667 2004993, 658341 2020977))	432	431	8134.240000000091	0.097777777777881
MultiLineString ((529137 2024640, 529137 2040291))	710	806	3463.314882812503	0.097777777777832
MultiLineString ((658341 2020977, 665667 2004993))	431	432	5431.950000000034	0.097777777777798
MultiLineString ((558108 2145519, 542457 2145519))	738	784	759.954921874999	0.097777777777779
MultiLineString ((542457 2145519, 558108 2145519))	784	738	741.7717578124981	0.097777777777779
MultiLineString ((529137 2040291, 529137 2024640))	806	710	1406.2999999999954	0.097777777777779
MultiLineString ((686979 1976355, 680319 1984680))	548	618	1979.5099999999995	0.097777777777778
MultiLineString ((708957 1854477, 697635 1849482))	579	647	2073.0099999999966	0.097777777777778
MultiLineString ((680319 1984680, 686979 1976355))	618	548	2964.3099999999995	0.097777777777778
MultiLineString ((697635 1849482, 708957 1854477))	647	579	2275.6299999999987	0.097777777777778
MultiLineString ((555111 1817514, 540126 1817514))	819	820	399.2799999999996	0.097777777777778
MultiLineString ((540126 1817514, 555111 1817514))	820	819	307.30999999999955	0.097777777777778
MultiLineString ((631035 1882782, 647352 1876122))	504	505	7657.1300000002275	0.097500000000028
MultiLineString ((647352 1876122, 631035 1882782))	505	504	4668.0000000000955	0.097500000000004
MultiLineString ((651015 1869462, 635031 1868796))	639	640	1427.68	0.097500000000001
MultiLineString ((635031 1868796, 651015 1869462))	640	639	666.7199999999995	0.0975
MultiLineString ((555111 1833831, 555111 1817514))	817	819	354.62	0.0975
MultiLineString ((555111 1817514, 555111 1833831))	819	817	205.97	0.0975
MultiLineString ((656010 2025639, 638361 2026971))	428	427	4732.680000000025	0.097222222222271
MultiLineString ((638361 2026971, 656010 2025639))	427	428	3264.5	0.097222222222233
MultiLineString ((553779 1915083, 538461 1914417))	685	686	1201.1899999999991	0.097222222222228
MultiLineString ((538461 1914417, 553779 1915083))	686	685	1176.79	0.097222222222228
MultiLineString ((631035 1884780, 634365 1901097))	503	633	1226.719999999999	0.097222222222222
MultiLineString ((634365 1901097, 631035 1884780))	633	503	2256.830000000002	0.097222222222222
MultiLineString ((529137 2120544, 542457 2113884))	788	792	252.34824218749995	0.097222222222222
MultiLineString ((542457 2113884, 529137 2120544))	792	788	310.385078125	0.097222222222222
MultiLineString ((662670 1901097, 647019 1893438))	501	502	6580.647304687566	0.096944444444488
MultiLineString ((647019 1893438, 662670 1901097))	502	501	3504.7596484375126	0.096944444444448
MultiLineString ((718614 1756908, 702297 1756908))	852	853	208.16999999999996	0.096944444444444
MultiLineString ((702297 1756908, 718614 1756908))	853	852	190.4000000000001	0.096944444444444
MultiLineString ((529470 2073258, 542457 2082249))	798	800	1069.7199999999987	0.09611111111113
MultiLineString ((542457 2082249, 529470 2073258))	800	798	822.5999999999997	0.096111111111118
MultiLineString ((625374 2088909, 625707 2105226))	762	753	3238.6849218749976	0.095833333333344
MultiLineString ((513153 2105226, 513153 2120877))	791	789	801.889999999999	0.095833333333335
MultiLineString ((419580 1920744, 413586 1936728))	417	913	1284.7499999999998	0.095833333333334
MultiLineString ((625707 2105226, 625374 2088909))	753	762	1333.2417578125003	0.095833333333334
MultiLineString ((451548 1741257, 453879 1758906))	462	873	33.57999999999999	0.095833333333333
MultiLineString ((513153 2120877, 513153 2105226))	789	791	306.1199999999999	0.095833333333333
MultiLineString ((453879 1758906, 451548 1741257))	873	462	13.37	0.095833333333333
MultiLineString ((413586 1936728, 419580 1920744))	913	417	545.6299999999999	0.095833333333333
MultiLineString ((586413 1883448, 570762 1882449))	701	702	3315.960000000003	0.0955555555556
MultiLineString ((570762 1882449, 586413 1883448))	702	701	2060.5499999999965	0.095555555555562
MultiLineString ((542457 2049615, 528804 2056941))	808	804	1619.3899999999996	0.095555555555558
MultiLineString ((528804 2056941, 542457 2049615))	804	808	841.1599999999994	0.095555555555556
MultiLineString ((627705 2053611, 624708 2070261))	424	423	7699.68656250009	0.095277777777963
MultiLineString ((624708 2070261, 627705 2053611))	423	424	4065.5167578125065	0.095277777777783
MultiLineString ((538794 1996002, 521811 1996335))	394	393	5657.094296875098	0.095000000000023
MultiLineString ((701631 1895436, 698301 1893105))	531	573	3569.9400000000037	0.095000000000015
MultiLineString ((521811 1996335, 538794 1996002))	393	394	3179.6800000000326	0.095000000000002
MultiLineString ((698301 1893105, 701631 1895436))	573	531	1768.5999999999985	0.095000000000001
MultiLineString ((529137 2105559, 542457 2113884))	790	792	1212.8899999999996	0.095000000000001
MultiLineString ((542457 2113884, 529137 2105559))	792	790	692.0699999999998	0.095
MultiLineString ((613386 1965033, 601398 1965033))	679	680	2396.9100000000008	0.094444444444448
MultiLineString ((666000 1992006, 680985 1995003))	433	616	2928.330000000011	0.094444444444445
MultiLineString ((680985 1995003, 666000 1992006))	616	433	2645.08000000002	0.094444444444445
MultiLineString ((601398 1965033, 613386 1965033))	680	679	809.6599999999994	0.094444444444444
MultiLineString ((653346 1962036, 659007 1970361))	625	554	6562.91000000001	0.094166666666678
MultiLineString ((659007 1970361, 653346 1962036))	554	625	5730.490000000008	0.094166666666673
MultiLineString ((625707 2041623, 626040 2056941))	775	773	3122.1600000000017	0.093888888888973
MultiLineString ((626040 2056941, 625707 2041623))	773	775	1198.1299999999976	0.093888888888891
MultiLineString ((529137 2105559, 529137 2120544))	790	788	811.5699999999991	0.09388888888889
MultiLineString ((592740 2152179, 593073 2137527))	739	741	139.42000000000004	0.093888888888889
MultiLineString ((593073 2137527, 592740 2152179))	741	739	382.78999999999985	0.093888888888889
MultiLineString ((529137 2120544, 529137 2105559))	788	790	321.2200000000002	0.093888888888889
MultiLineString ((718281 1772226, 731268 1765566))	850	854	697.9199999999986	0.093888888888889
MultiLineString ((731268 1765566, 718281 1772226))	854	850	384.22	0.093888888888889
MultiLineString ((554778 1830501, 571761 1834497))	470	822	187.08000000000007	0.093333333333333
MultiLineString ((664002 1995669, 664335 1984680))	617	619	1626.8300000000002	0.093333333333333
MultiLineString ((664335 1984680, 664002 1995669))	619	617	2161.3599999999997	0.093333333333333
MultiLineString ((571761 1834497, 554778 1830501))	822	470	217.75999999999993	0.093333333333333
MultiLineString ((522477 1914084, 519147 1897101))	730	413	2745.230000000025	0.093055555555559
MultiLineString ((519147 1897101, 522477 1914084))	413	730	2680.6800000000094	0.093055555555558
MultiLineString ((614385 1914750, 598068 1910754))	483	539	10414.622695312706	0.092500000000261
MultiLineString ((598068 1910754, 614385 1914750))	539	483	5708.210351562575	0.092500000000024
MultiLineString ((584082 1895769, 589743 1880451))	538	474	5172.270000000162	0.092222222222238
MultiLineString ((594738 1991340, 586080 1994670))	399	604	4076.2100000000005	0.092222222222224
MultiLineString ((554778 1993671, 554778 1979352))	600	602	3415.1700000000355	0.092222222222224
MultiLineString ((589743 1880451, 584082 1895769))	474	538	2420.1800000000617	0.092222222222223
MultiLineString ((554778 1979352, 554778 1993671))	602	600	2664.6800000000226	0.092222222222223
MultiLineString ((586080 1994670, 594738 1991340))	604	399	2872.7600000000016	0.092222222222223
MultiLineString ((542457 2082249, 529137 2089242))	800	796	1298.9899999999955	0.091944444445073
MultiLineString ((589077 1945386, 588744 1928736))	406	407	8056.353242187647	0.091944444444537
MultiLineString ((632700 2037627, 627705 2053611))	425	424	7813.890000000092	0.091944444444527
MultiLineString ((529137 2089242, 542457 2082249))	796	800	690.5599999999994	0.091944444444495
MultiLineString ((588744 1928736, 589077 1945386))	407	406	6234.296015625132	0.091944444444478
MultiLineString ((777888 1827837, 792873 1821843))	543	534	3802.5699999999997	0.091944444444464
MultiLineString ((792873 1821843, 777888 1827837))	534	543	3539.2100000000005	0.091944444444459
MultiLineString ((613386 1980684, 616716 1995003))	537	608	5492.570000000011	0.091944444444458
MultiLineString ((627705 2053611, 632700 2037627))	424	425	3508.0700000000093	0.091944444444448
MultiLineString ((616716 1995003, 613386 1980684))	608	537	2340.0600000000018	0.091944444444445
MultiLineString ((618381 2101896, 613053 2117214))	421	420	5458.154921875026	0.091388888888908
MultiLineString ((503829 1896435, 506160 1913751))	414	731	1764.559999999991	0.09138888888889
MultiLineString ((613053 2117214, 618381 2101896))	420	421	2310.091757812497	0.09138888888889
MultiLineString ((506160 1913751, 503829 1896435))	731	414	1294.9299999999948	0.091388888888889
MultiLineString ((696636 1966698, 689643 1961703))	549	550	3823.0200000000045	0.091111111111116
MultiLineString ((689643 1961703, 696636 1966698))	550	549	3939.7000000000016	0.091111111111116
MultiLineString ((671328 1801197, 671328 1784880))	449	448	3627.4430468750797	0.091111111111115
MultiLineString ((671328 1784880, 671328 1801197))	448	449	2227.6399999999967	0.091111111111112
MultiLineString ((646020 1924740, 629703 1924407))	485	484	10991.099960937625	0.090555555555876
MultiLineString ((629703 1924407, 646020 1924740))	484	485	9591.733398437567	0.090555555555738
MultiLineString ((593406 1961370, 591741 1977687))	404	403	10910.014296875446	0.090555555555663
MultiLineString ((591741 1977687, 593406 1961370))	403	404	9435.380000000265	0.090555555555616
MultiLineString ((686979 1976355, 693639 1979352))	548	547	1592.219999999999	0.090555555555557
MultiLineString ((693639 1979352, 686979 1976355))	547	548	1474.3899999999994	0.090555555555556
MultiLineString ((588744 1928736, 590409 1912752))	407	408	7941.640000000142	0.090277777777864
MultiLineString ((590409 1912752, 588744 1928736))	408	407	7094.030000000118	0.090277777777833
MultiLineString ((794538 1812186, 808191 1810521))	544	904	2903.7699999999995	0.090277777777779
MultiLineString ((808191 1810521, 794538 1812186))	904	544	1992.8699999999997	0.090277777777778
MultiLineString ((622044 1913418, 624375 1897101))	479	478	12529.24000000054	0.090000000000186
MultiLineString ((698301 1815849, 714618 1816182))	509	510	8220.140000000098	0.090000000000099
MultiLineString ((714618 1816182, 698301 1815849))	510	509	6888.453046875087	0.090000000000049
MultiLineString ((624375 1897101, 622044 1913418))	478	479	7554.380000000232	0.090000000000025
MultiLineString ((693306 1850148, 689643 1834497))	524	525	5755.290000000106	0.090000000000024
MultiLineString ((689643 1834497, 693306 1850148))	525	524	2938.81000000002	0.090000000000002
MultiLineString ((628038 1974024, 613386 1980684))	536	537	11015.9400000002	0.089722222222539
MultiLineString ((613386 1980684, 628038 1974024))	537	536	7608.970000000072	0.089722222222294
MultiLineString ((601731 1792872, 585414 1791540))	454	455	3155.7599999999857	0.089722222222231
MultiLineString ((585414 1791540, 601731 1792872))	455	454	3128.9497656249932	0.089722222222231
MultiLineString ((589743 1880451, 589410 1864134))	474	473	3542.570000000078	0.089722222222226
MultiLineString ((589410 1864134, 589743 1880451))	473	474	1084.759999999996	0.089722222222222
MultiLineString ((734265 1845819, 750249 1844487))	526	546	0	0.089722222222222
MultiLineString ((750249 1844487, 734265 1845819))	546	526	0	0.089722222222222
MultiLineString ((695637 1929069, 694971 1921077))	562	567	7218.020000000012	0.089166666666668
MultiLineString ((694971 1921077, 695637 1929069))	567	562	4483.620000000016	0.089166666666667
MultiLineString ((677655 1926072, 679653 1938726))	491	558	5810.970000000011	0.088888888888897
MultiLineString ((679653 1938726, 677655 1926072))	558	491	5536.430000000007	0.088888888888896
MultiLineString ((513153 2025306, 512820 2040291))	711	807	1797.1699999999973	0.088611111111115
MultiLineString ((635364 2005326, 625707 2008656))	441	591	3937.9448828125032	0.088611111111114
MultiLineString ((625707 2008656, 635364 2005326))	591	441	3288.529999999999	0.088611111111112
MultiLineString ((512820 2040291, 513153 2025306))	807	711	961.2499999999955	0.088611111111111
MultiLineString ((680985 1995003, 680319 1984680))	616	618	2317.5000000000064	0.088333333333334
MultiLineString ((680319 1984680, 680985 1995003))	618	616	2678.180000000002	0.088333333333334
MultiLineString ((502164 1659006, 520146 1662669))	464	884	61.779999999999994	0.088333333333333
MultiLineString ((520146 1662669, 502164 1659006))	884	464	28.370000000000008	0.088333333333333
MultiLineString ((604062 1870461, 589410 1864134))	475	473	5320.867304687606	0.088055555555572
MultiLineString ((589410 1864134, 604062 1870461))	473	475	2478.3696484374946	0.088055555555556
MultiLineString ((665667 2004993, 657342 2008656))	432	595	1963.0599999999984	0.087777777777778
MultiLineString ((657342 2008656, 665667 2004993))	595	432	1819.3999999999983	0.087777777777778
MultiLineString ((593406 1961370, 585414 1964034))	404	675	4297.796757812524	0.087222222222227
MultiLineString ((717282 1786878, 730935 1797867))	519	670	1069.97	0.087222222222223
MultiLineString ((730935 1797867, 717282 1786878))	670	519	1068.9599999999996	0.087222222222223
MultiLineString ((585414 1964034, 593406 1961370))	675	404	1986.2496874999947	0.087222222222222
MultiLineString ((715950 1816182, 716283 1800531))	511	521	4850.466953125099	0.086666666666678
MultiLineString ((716283 1800531, 715950 1816182))	521	511	3100.530000000017	0.086666666666669
MultiLineString ((624708 2070261, 625374 2085579))	423	422	9212.58000000008	0.086388888889038
MultiLineString ((625374 2085579, 624708 2070261))	422	423	3926.8399999999983	0.086388888888894
MultiLineString ((691974 1927404, 692307 1939392))	492	561	2034.5299999999986	0.085833333333333
MultiLineString ((692307 1939392, 691974 1927404))	561	492	1853.7599999999998	0.085833333333333
MultiLineString ((669663 1958373, 656343 1965366))	436	437	12726.8427343752	0.08555555555609
MultiLineString ((656343 1965366, 669663 1958373))	437	436	11920.65695312511	0.085555555555974
MultiLineString ((704295 1938726, 699966 1950048))	563	551	17452.573046874943	0.085555555555563
MultiLineString ((699966 1950048, 704295 1938726))	551	563	10699.087265625049	0.085555555555557
MultiLineString ((604062 1870461, 602397 1884114))	475	706	1092.7499999999964	0.085555555555556
MultiLineString ((708624 1914417, 710955 1903428))	568	574	6377.5195703125	0.085555555555556
MultiLineString ((710955 1903428, 708624 1914417))	574	568	2828.736953125	0.085555555555556
MultiLineString ((602397 1884114, 604062 1870461))	706	475	1425.0799999999922	0.085555555555556
MultiLineString ((668331 1968030, 663336 1981350))	435	434	8032.100000000073	0.085277777777863
MultiLineString ((663336 1981350, 668331 1968030))	434	435	7949.540000000086	0.08527777777786
MultiLineString ((591741 1977687, 591741 1993005))	403	398	7462.5942968752515	0.08500000000001
MultiLineString ((591741 1993005, 591741 1977687))	398	403	6268.770000000197	0.085000000000005
MultiLineString ((608391 1945386, 600732 1948383))	487	682	5153.380000000005	0.084444444444555
MultiLineString ((600732 1948383, 608391 1945386))	682	487	3639.4000000000156	0.084444444444472
MultiLineString ((550782 1899432, 553779 1915083))	411	685	2709.500000000025	0.084444444444445
MultiLineString ((553779 1915083, 550782 1899432))	685	411	2333.120000000035	0.084444444444445
MultiLineString ((580086 1995336, 577089 2008656))	397	588	5148.800000000117	0.083888888888998
MultiLineString ((577089 2008656, 580086 1995336))	588	397	1898.5099999999868	0.083888888888891
MultiLineString ((480186 1899765, 483516 1890774))	415	733	484.3599999999994	0.083611111111111
MultiLineString ((483516 1890774, 480186 1899765))	733	415	683.4599999999989	0.083611111111111
MultiLineString ((507825 2000997, 506493 1992339))	392	717	1072.353085937495	0.082777777777794
MultiLineString ((506493 1992339, 507825 2000997))	717	392	713.9822656249975	0.082777777777781
MultiLineString ((701964 1909755, 697302 1909755))	533	569	1115.6000000000001	0.082777777777778
MultiLineString ((697302 1909755, 701964 1909755))	569	533	658.26	0.082777777777778
MultiLineString ((601398 1965033, 597735 1953045))	680	488	1910.9899999999993	0.082500000000004
MultiLineString ((597735 1953045, 601398 1965033))	488	680	1683.259999999999	0.082500000000003
MultiLineString ((710955 1903428, 701631 1895436))	574	531	3725.630000000003	0.08194444444446
MultiLineString ((697302 1909755, 701631 1903095))	569	532	4850.470000000007	0.081944444444455
MultiLineString ((701631 1895436, 710955 1903428))	531	574	1521.86	0.081944444444445
MultiLineString ((701631 1903095, 697302 1909755))	532	569	2710.770000000002	0.081944444444445
MultiLineString ((569430 1791207, 553113 1785213))	456	457	2954.3399999999892	0.081388888888895
MultiLineString ((553113 1785213, 569430 1791207))	457	456	2725.8297656249943	0.081388888888893
MultiLineString ((583749 1857807, 570096 1847151))	472	471	4972.377304687616	0.081111111111161
MultiLineString ((553113 1814517, 548118 1797867))	469	468	3261.809765624974	0.08111111111112
MultiLineString ((570096 1847151, 583749 1857807))	471	472	2635.4296484374922	0.081111111111115
MultiLineString ((548118 1797867, 553113 1814517))	468	469	2153.919999999981	0.081111111111113
MultiLineString ((548118 1797867, 545454 1781217))	468	458	3340.379765624977	0.080833333333343
